Measure:volume,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,Left-WM-hypointensities,Right-WM-hypointensities,non-WM-hypointensities,Left-non-WM-hypointensities,Right-non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol
/work/harris_lab/roberto/freesurfer-results/freesurfer01/B_HC044.nii,6018.5,235.9,15634.2,42168.7,7023.9,3724.6,4466.9,1929.3,1016.9,1084.5,20011.8,4119.7,1530.4,1071.8,433.5,3899.5,46.2,510.4,5495.5,261.3,14760.8,43787.4,6861.0,3867.3,4731.6,1966.9,4117.5,1707.3,467.5,3821.2,10.3,390.1,0.0,444.9,0.0,0.0,0.0,0.0,0.0,91.2,1092.6,585.4,737.5,694.9,799.8,1055431.0,1039948.0,218417.077046,215156.37702,433573.454066,217980.0,217388.0,435368.0,55988.0,576387.454066,939307.0,923824.0,4478694.0,0.738833,3.135218,4.0,6.0,10.0,1428511.02592
/work/harris_lab/roberto/freesurfer-results/freesurfer01/B_HC046.nii,10111.3,245.4,15047.1,52088.3,7776.6,3160.0,5258.5,2084.0,1514.8,1798.5,21708.6,3762.7,2012.9,1073.8,575.8,4465.8,13.8,648.5,6593.0,352.7,14572.2,50923.9,6943.6,3298.8,5219.9,2082.5,4459.5,2144.0,689.9,4508.1,14.1,532.9,0.0,529.2,0.0,0.0,0.0,0.0,0.0,61.2,812.0,443.9,604.7,611.7,805.5,1158059.0,1135800.0,234280.164519,235532.309275,469812.473794,237757.0,236380.0,474137.0,59974.0,634318.473794,1024844.0,1002585.0,3453677.0,0.784407,2.339335,22.0,13.0,35.0,1476349.937822
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI022-Guys-0701-T1,13349.8,657.8,16952.1,58335.3,8842.0,3478.7,5311.9,2599.2,1322.2,2791.0,28209.4,4176.1,1756.4,1316.5,411.9,5210.7,32.7,704.7,15728.5,707.0,16218.7,60669.2,8040.8,3515.7,5391.5,2464.4,3952.7,1888.5,539.1,5061.6,26.8,749.4,0.0,770.5,0.0,0.0,0.0,0.0,0.0,178.7,1113.8,709.6,531.4,550.1,1171.1,1337998.0,1301329.0,260202.045276,260548.220438,520750.265714,282579.5,283810.5,566390.0,63893.0,704699.265714,1186283.0,1149614.0,1870162.0,0.716011,1.000791,13.0,12.0,25.0,1868683.571119
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI030-Guys-0708-T1,3945.2,228.4,17786.1,63692.9,8462.8,3567.9,5110.3,2277.3,570.1,1665.6,23535.1,4872.6,1799.2,830.5,504.1,4328.0,22.3,357.2,3801.1,1013.8,17057.5,67569.3,7755.6,3742.6,5250.2,2374.5,4689.2,2018.4,535.1,4291.0,11.8,371.6,0.0,1028.4,0.0,0.0,0.0,0.0,0.0,98.8,1072.4,673.2,687.3,601.8,738.8,1311288.0,1299529.0,263559.338428,264801.654987,528360.993415,271465.0,273697.0,545162.0,62659.0,722070.993415,1146549.0,1134790.0,1804339.0,0.771703,1.061868,17.0,20.0,37.0,1699212.856333
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI040-Guys-0724-T1,3718.9,344.3,13687.9,51067.3,6872.5,3211.8,4584.8,1787.4,715.9,1871.3,19073.9,4176.0,1307.0,765.4,401.2,3636.4,30.4,207.4,4023.9,456.6,12425.3,53637.8,6352.7,3637.9,4629.5,1872.0,4158.7,1507.9,503.8,3791.2,19.0,258.8,2.0,487.3,0.0,0.0,0.0,0.0,0.0,123.5,787.4,421.5,503.5,371.8,714.2,1002180.0,990729.0,193414.59835,193944.671513,387359.269864,209501.5,211524.5,421026.0,53511.0,546589.269864,872029.0,860578.0,1469933.0,0.744863,1.092518,13.0,10.0,23.0,1345454.762068
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI042-Guys-0725-T1,6066.5,230.0,18302.0,49600.7,7094.5,3273.0,4509.0,1886.8,937.7,2065.1,17057.0,3924.8,1556.8,1120.6,357.8,3697.2,16.2,336.1,7436.3,361.7,12206.5,55395.3,7057.3,3498.3,4671.1,1955.3,3961.8,1594.4,459.3,3671.1,28.1,388.3,0.0,444.5,0.0,0.0,0.0,0.0,0.0,151.1,1072.9,560.6,875.4,922.7,1034.5,1095118.0,1076871.0,221361.56482,219411.839795,440773.404615,224303.0,222906.0,447209.0,54550.0,600797.404615,959650.0,941403.0,1537319.0,0.748674,1.050984,17.0,14.0,31.0,1462742.577752
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI045-Guys-0713-T1,2579.6,132.0,16423.3,52349.2,8993.5,3486.1,5747.2,1855.0,535.7,1572.1,22545.8,4704.0,1680.2,829.3,510.8,4423.2,61.7,173.3,2521.7,203.0,15956.2,54509.5,8505.8,3475.0,5759.8,1907.9,4622.7,1932.8,469.8,4084.4,21.2,263.8,0.0,881.9,0.0,0.0,0.0,0.0,0.0,64.2,978.4,565.7,931.3,767.1,879.3,1242879.0,1235012.0,242674.924112,247158.350417,489833.274529,270189.5,275386.5,545576.0,62975.0,660503.274529,1104264.0,1096397.0,1722673.0,0.77075,1.068286,11.0,7.0,18.0,1612557.937931
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI046-Guys-0824-T1,6574.5,241.0,15524.6,52256.4,8233.8,3061.6,4932.3,1868.7,915.6,1830.7,20005.7,3831.2,1380.1,853.6,351.8,3849.9,38.8,413.9,6188.2,360.8,14140.4,53951.7,7637.1,3180.5,4987.4,1871.9,4206.5,1557.6,418.5,3865.4,3.1,461.7,0.0,461.3,0.0,0.0,0.0,0.0,0.0,91.5,1167.1,749.6,781.4,778.9,956.2,1105942.0,1088740.0,217306.328212,216321.482393,433627.810605,234275.0,230965.0,465240.0,56298.0,596398.810605,971284.0,954082.0,1547440.0,0.760181,1.06365,6.0,3.0,9.0,1454839.47492
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI049-HH-1358-T1,8901.3,164.8,15058.6,57259.0,9455.4,3694.5,5933.1,2536.1,858.7,1969.2,23394.7,5489.5,2069.3,887.3,503.7,5421.6,44.4,613.0,10750.7,339.4,16772.7,57651.1,8575.0,4015.1,5830.0,2519.7,5282.8,2100.8,593.0,4821.1,4.8,718.7,0.0,1093.4,0.0,0.0,0.0,0.0,0.0,112.1,1236.9,826.9,839.6,582.4,1117.4,1304582.0,1280160.0,235660.42786,236975.887973,472636.315833,294527.5,296778.5,591306.0,71003.0,659582.315833,1157924.0,1133502.0,1898563.0,0.705027,1.026029,13.0,17.0,30.0,1850399.083428
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI050-Guys-0711-T1,16690.6,208.7,14305.2,53567.1,7555.3,3679.2,5670.6,2146.1,1706.6,1788.3,20918.6,4365.0,1702.2,1381.8,381.1,4055.0,36.0,743.2,12184.1,675.4,14258.7,52451.6,7078.9,3682.5,4818.8,2115.1,4804.3,1799.4,545.1,4093.4,21.5,742.9,0.0,2171.2,0.0,0.0,47.8,0.0,0.0,172.2,1124.8,634.8,530.5,452.0,905.2,1201433.0,1165745.0,244542.078566,243180.659212,487722.737778,247503.5,237487.5,484991.0,60330.0,655218.737778,1067492.0,1031804.0,1685916.0,0.725741,1.018399,17.0,20.0,37.0,1655456.916008
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI056-HH-1327-T1,3449.0,212.3,13500.1,65415.5,9267.9,3655.3,5604.5,2486.3,934.8,1861.2,21699.1,4998.3,1754.2,922.6,499.7,5110.2,0.0,153.8,4689.4,153.2,16626.6,64625.1,8542.6,3685.9,5941.6,2128.2,5416.1,2108.5,648.8,4731.2,41.3,357.0,0.0,389.2,0.0,0.0,0.0,0.0,0.0,67.3,940.2,483.2,1042.0,666.3,1058.6,1266592.0,1254737.0,268054.432338,269683.594539,537738.026876,246846.0,243826.0,490672.0,68010.0,735725.026876,1107056.0,1095201.0,1906744.0,0.733872,1.104781,38.0,36.0,74.0,1725902.854617
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI059-HH-1284-T1,6085.2,104.4,14509.7,55959.7,7743.6,3272.5,5072.0,2113.8,842.5,1706.5,21809.7,3884.4,1511.2,1317.5,474.0,4196.3,19.8,439.7,5537.4,117.2,14614.1,56566.6,7227.6,3183.9,4967.8,1944.3,3998.9,1671.3,668.6,3883.4,3.6,547.8,0.0,452.6,0.0,0.0,0.0,0.0,0.0,35.8,1104.0,519.7,1000.0,857.9,959.1,1190197.0,1174466.0,240645.140437,243229.950283,483875.090719,247685.0,244982.0,492667.0,57090.0,655343.090719,1047834.0,1032103.0,1808807.0,0.773766,1.175934,35.0,14.0,49.0,1538187.912211
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI064-Guys-0743-T1,3347.3,271.5,17777.3,59499.2,8379.1,3239.5,5728.7,2039.2,709.0,1027.9,20742.1,4478.6,1919.0,977.3,445.7,4107.2,28.3,249.7,4196.7,384.1,15842.3,63393.9,7602.6,3470.9,5873.3,2117.7,4416.6,1938.7,532.6,3805.2,23.8,377.4,2.8,750.2,0.0,0.0,0.0,0.0,0.0,113.9,936.0,531.4,813.2,676.6,768.6,1210756.0,1200095.0,248193.238529,250690.973075,498884.211605,242671.0,243360.0,486031.0,60996.0,682725.211605,1055237.0,1044576.0,1604027.0,0.785121,1.04014,11.0,20.0,31.0,1542126.06525
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI067-HH-1356-T1,5850.4,208.9,30518.8,59070.5,10849.8,4452.3,5621.3,2541.7,759.3,1456.1,25657.4,5253.3,1843.0,1203.7,576.7,5624.7,32.1,360.1,4260.0,315.9,19459.8,68348.8,9787.6,4426.7,5548.9,2736.8,5120.7,2111.8,816.6,5273.3,29.6,400.2,0.0,946.1,0.0,0.0,0.0,0.0,0.0,10.4,1148.6,742.6,1305.3,1365.9,1212.8,1410938.0,1397148.0,273804.490583,272954.492015,546758.982597,300041.0,299863.0,599904.0,74147.0,748876.982597,1233480.0,1219690.0,2050912.0,0.732452,1.064678,27.0,30.0,57.0,1926321.407533
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI068-Guys-0756-T1,7855.9,211.3,15819.1,58563.1,7699.9,3172.8,4717.0,1890.1,881.1,1222.4,21910.2,3800.7,1466.1,1049.9,410.4,4001.5,57.3,729.0,9141.5,337.8,17924.0,58324.0,7364.8,3271.2,4794.6,1981.9,3881.9,1552.4,527.9,4070.8,11.5,713.4,0.0,401.0,0.0,0.0,0.0,0.0,0.0,182.6,947.2,580.0,729.5,508.2,780.5,1097378.0,1075912.0,213227.272154,217708.802467,430936.074621,218612.0,221683.0,440295.0,55825.0,604869.074621,947114.0,925648.0,1540830.0,0.737504,1.03553,6.0,5.0,11.0,1487962.477147
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI073-Guys-0755-T1,9034.7,159.9,16763.5,49367.7,7053.9,2890.3,4520.2,1791.7,1005.3,1340.6,20447.5,4029.8,1684.8,977.7,310.3,3722.8,30.0,326.8,8453.1,475.0,14867.2,51815.6,6243.1,2964.8,4547.8,1879.4,4191.0,1724.2,262.9,3859.7,15.5,313.4,0.0,491.8,0.0,0.0,0.0,0.0,0.0,191.9,964.0,614.6,630.8,837.6,992.5,1019366.0,997872.0,188539.195916,188687.249596,377226.445512,219579.5,217796.5,437376.0,52791.0,531149.445512,887806.0,866312.0,1476831.0,0.739479,1.071338,5.0,5.0,10.0,1378491.56518
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI076-Guys-0753-T1,8386.2,719.1,12500.9,54478.9,7071.2,2960.8,4802.6,1811.4,1194.5,1959.2,19476.5,3590.2,1571.7,1155.0,441.4,3867.1,98.8,804.9,9766.2,393.6,15377.2,53202.8,6516.0,3057.6,4621.0,1886.3,3700.1,1633.5,445.7,3687.1,19.2,936.9,0.0,637.7,0.0,0.0,0.0,0.0,0.0,185.7,972.5,634.8,504.0,510.3,842.5,1105476.0,1080871.0,211144.256921,211343.674137,422487.931057,234134.5,238220.5,472355.0,53212.0,583280.931057,970997.0,946392.0,1545715.0,0.739619,1.034161,9.0,7.0,16.0,1494655.99753
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI081-Guys-0855-T1,5314.6,163.9,14013.6,47371.9,6855.5,2795.5,3575.6,1667.9,732.5,1727.1,19020.1,3959.4,1316.3,1021.4,425.0,3349.1,37.7,346.5,5058.4,236.2,12821.7,49903.4,6245.1,3037.2,3750.0,1618.0,3947.8,1484.8,427.6,3420.0,18.7,388.6,0.0,439.0,0.0,0.0,0.0,0.0,0.0,169.5,1063.8,554.8,489.8,569.8,909.1,953253.0,938969.0,190228.064738,193580.800393,383808.865131,190330.0,193471.0,383801.0,49167.0,530769.865131,829923.0,815639.0,1401872.0,0.725009,1.066212,14.0,7.0,21.0,1314815.857964
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI087-Guys-0768-T1,8500.9,153.0,14365.1,57195.3,8198.8,3676.1,4607.6,1971.8,554.4,935.7,19893.0,4086.6,1708.6,827.1,569.0,4150.7,16.7,501.5,6669.0,211.8,14273.0,60527.4,8049.0,3882.3,4463.6,2022.5,4243.3,1773.9,616.0,4213.1,19.0,380.1,0.0,865.2,0.0,0.0,0.0,0.0,0.0,133.6,1340.1,764.1,822.4,759.4,1104.4,1194561.0,1176601.0,257252.63962,259534.290137,516786.929757,228187.0,228096.0,456283.0,59636.0,694263.929757,1049307.0,1031347.0,1631741.0,0.75096,1.025793,17.0,22.0,39.0,1590711.167447
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI096-HH-1391-T1,10213.4,213.7,18851.6,58996.8,9699.2,3766.3,5395.2,2140.6,1340.1,2998.7,23458.3,4950.8,2002.4,1236.4,524.9,5315.5,29.9,670.8,9623.8,147.4,14243.8,63975.6,8481.9,4279.4,6135.5,2609.7,4993.4,2130.0,690.6,5187.5,38.7,870.4,0.0,947.7,0.0,0.0,0.0,0.0,0.0,119.9,1031.0,745.9,624.1,625.3,1202.8,1312728.0,1286371.0,251266.288173,250011.290073,501277.578246,281193.5,278033.5,559227.0,70628.0,696013.578246,1156115.0,1129758.0,2035693.0,0.732027,1.13518,19.0,21.0,40.0,1793278.289131
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI097-HH-1619-T1,8753.8,178.4,15434.3,59858.5,8378.9,3592.7,5434.5,2077.6,708.4,3068.9,23802.2,4597.0,1762.6,914.3,588.5,4753.6,88.9,390.5,6168.6,148.4,14789.6,58489.6,7617.2,3710.8,5256.9,1969.9,4953.5,1910.6,783.4,4918.7,121.8,376.0,0.0,934.6,0.0,0.0,0.0,0.0,0.0,22.1,1124.0,825.0,876.1,941.7,1283.5,1177574.0,1157858.0,226035.835155,224421.486848,450457.322002,248203.0,248053.0,496256.0,64560.0,634146.322002,1029630.0,1009914.0,1698979.0,0.783226,1.130022,14.0,18.0,32.0,1503491.400545
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI099-Guys-0748-T1,8317.6,145.0,21383.0,65288.6,9695.4,3728.2,5111.3,2340.5,1166.9,1790.7,29008.9,5357.6,2082.3,760.3,516.5,5051.6,19.3,390.4,8247.9,144.4,19603.5,66357.6,8835.5,3673.2,5405.5,2390.4,5579.9,2434.0,589.0,5106.9,0.0,462.1,0.0,1372.3,0.0,0.0,0.0,0.0,0.0,201.4,1057.3,779.6,1085.9,881.3,1005.2,1399132.0,1378528.0,259140.089313,264191.102154,523331.191466,304276.0,311108.0,615384.0,69106.0,725244.191466,1227037.0,1206433.0,1921884.0,0.763796,1.049171,12.0,15.0,27.0,1831812.669297
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI102-HH-1416-T1,7192.5,224.3,12952.0,58003.4,8255.7,3196.1,4863.2,1915.4,953.4,1845.6,19622.0,4442.6,1483.1,1193.9,539.5,4329.6,0.0,445.1,6275.0,217.7,12874.3,61869.5,7520.0,3335.2,4599.9,1813.4,4493.0,1697.6,582.9,4076.4,12.6,442.2,0.0,442.9,0.0,0.0,0.0,0.0,0.0,55.2,959.4,621.6,931.9,667.0,1029.1,1143931.0,1125997.0,236523.88093,239113.960065,475637.840995,224565.0,222716.0,447281.0,59074.0,655293.840995,998929.0,980995.0,1675730.0,0.765097,1.120781,32.0,33.0,65.0,1495145.556786
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI113-Guys-0776-T1,7652.3,215.2,16198.8,51292.6,7553.7,2643.6,4630.3,1839.8,577.9,1498.4,20123.3,3639.1,1619.6,696.0,399.5,3591.8,37.7,379.4,4502.6,159.3,15258.0,53519.3,6832.3,2750.9,4803.9,1918.5,4087.2,1546.9,418.5,3624.5,30.3,392.3,0.0,572.3,0.0,0.0,0.0,0.0,0.0,125.2,942.8,599.0,472.3,395.4,720.6,1049270.0,1033965.0,205980.758648,203362.044075,409342.802723,219201.0,218200.0,437401.0,52940.0,567824.802723,913499.0,898194.0,1421845.0,0.744968,1.009491,13.0,13.0,26.0,1408476.473154
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI122-Guys-0773-T1,3595.9,124.6,16609.6,56952.7,8352.0,3980.1,4750.0,2039.1,688.0,1296.6,20168.2,4037.0,1532.6,656.3,492.8,4238.1,56.0,247.1,2829.1,151.3,16415.5,58630.3,7230.9,3818.1,4854.5,2231.0,4136.3,1706.7,573.7,4145.1,44.1,239.2,0.0,819.6,0.0,0.0,0.0,0.0,0.0,128.5,868.8,686.4,817.5,608.2,802.8,1194510.0,1185713.0,239669.439604,238979.842186,478649.28179,250509.0,250780.0,501289.0,59117.0,653787.28179,1046542.0,1037745.0,1589753.0,0.742139,0.9877,9.0,5.0,14.0,1609550.437635
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI126-HH-1437-T1,15126.9,189.7,17821.1,65734.2,8441.6,3773.4,5530.2,2194.7,1361.8,2879.0,25160.8,4935.5,2034.4,1234.0,518.6,5153.0,44.6,663.1,9308.3,430.4,16237.8,62991.5,7820.1,3802.1,5632.7,2365.6,5543.8,2303.2,650.6,5132.6,4.2,661.0,0.0,1759.2,0.0,0.0,0.0,0.0,0.0,98.8,1220.1,520.5,535.8,558.5,854.2,1307200.0,1276078.0,256360.838992,256022.127217,512382.966209,270620.0,264311.0,534931.0,68572.0,710103.966209,1145525.0,1114403.0,1972159.0,0.711176,1.072944,35.0,17.0,52.0,1838082.350975
